cidade;data_hora;latitude;longitude;ceu;temperatura;temperatura_min;temperatura_max;humidade_ar;velocidade_vento;
Arealva;23/07/2025 : 00:32:17;-22.0301906;-48.9111936;céu limpo;18.63ºC;18.63ºC;18.63ºC;49%;2.28 Metros/Segundos;
